Sl,Item,Quantity,Amount
531,SUNDROP PEANUT BUTTER CREAMY 10,3,137.61
532,SUNDROP PEANUT BUTTER CRU NCHY 1,3,137.61
533,SUNDROP PEANUT BUTTER REGULAR 20,2,183.5
534,SUNFEAST ARROWROOT,6,152.34
535,SUNFEAST BOUNCE DREAM CREME 120G,6,105.66
536,SUNFEAST BOUNCE STRAWBERRY DREA,6,105.66
537,SUNFEAST DARK FANTACY CHOCO FILL,6,401.7
538,SUNFEAST DARK FANTACY COFFEE FIL,12,428.52
539,SUNFEAST DARK FANTASY CHOCO FILLS,3,356.58
540,SUNFEAST MARIE LIGHT 200G,6,131.22
541,SUNFEAST MARIE LIGHT ACTIVE,6,189.72
542,SUNFEAST MARIE LIGHT OATSFIBRE 20,6,157.44
543,SUNFEAST MARIE LIGHT ORANGE,6,78.78
544,SUNFEAST MARIE LIGHT VEDA 250G,6,209.94
545,SUNFEAST MOMS MAGIC CASHEW/ALMO,15,"1,254.60"
546,SWEET NAN,18,270
547,SWEET PUFS,7,126
548,TANG ORANGE 500G,6,793.62
549,TANG ORANGE 750G,3,681.81
550,TANG ORANGE 75G,24,654.48
551,TATA COFFEE GRAND 1KG,1,720.04
552,TATA COFFEE GRAND 200G,10,693.6
553,TATA SALT LITE 1KG,50,"1,250.00"
554,TATA TEA GOLD 250G,8,"1,132.72"
555,TEA BISCUITS 250G,22,990
556,TEA BISCUITS 500G,80,"8,640.00"
557,TEA RUSK 250G,22,"2,090.00"
558,TROPICANA APPLE 250ML,20,333.4
559,TROPICANA CRANBERRY,2,212.68
560,TROPICANA GUAVA 1L,2,186.68
561,TROPICANA MIXED FRUIT,20,333.4
562,TROPICANA ORANGE,20,333.4
563,TROPICANA POMEGRANTE,20,333.4
564,TROPICANNA GUAVA DELIGHT 200ML,20,333.4
565,ULLIVADA 1NO,15,150
566,UNIBIC BUTTER COOKIES 150G,1,49.99
567,UNIBIC CASHEW BADAM COOKIES (50%) 3,6,327.6
568,UNIBIC CHOCO  NUT COOKIES  300G,6,409.2
569,UNIBIC CHOCO CHIP 150G,3,150
570,UNIBIC CHOCO CHIPS COOKIES 300G,6,409.08
571,UNIBIC CHOCO NUTS,3,150
572,UNIBIC DANISH COCONUTCOOKIES,6,409.2
573,UNIBIC FRUIT & NUT (50%) 300G,4,272.84
574,UNIBIC FRUIT & NUTS 150G,3,150
575,UNIBIC PISTA BADAM COOKIES 150G,12,600
576,UNIBIC WAFERS STRW,3,144
577,UNIBIC WAFFERS CREAMY CHEESS,12,576
578,UNIBIC WAFFERS CREAMY CHOCO,8,383.92
579,URBANS CASHEWS PLAIN 250G,2,680
580,URBANS CASHEWS PLAIN 500G,2,"1,300.00"
581,URBANS CASHEWS PLAIN 80G,12,"1,260.00"
582,URBANS CASHEWS SALTED (ROASTED) 2,7,"2,660.00"
583,URBANS PISTA JAR 200G,2,600
584,URBANS RAISINS 250G,2,400
585,URBANS SALTED PISTANCHIO 80G,5,650
586,URBEN NUTS 50G R,6,378
587,UZHUNNUVADA 1NO,170,"1,700.00"
588,WINKIES MINI SWISS ROLL CHOCOLATE,15,134.1
589,WINKIES SWIS ROLL CHOCOLATE,2,156.06
590,WINKIES SWISS ROLL CHOCO VANILA,15,134.1
591,WINKIES SWISS ROLL STRAWBERRY,2,156.06
592,YIPPE SAUCY MASALA,6,409.92
593,YIPPEE MAGIC M  NOODLES 420G,18,"1,344.78"
594,YIPPEE MAGIC NOODLES,12,153
595,YIPPEE MAGIC NOODLES135G,6,153.06
596,YIPPEE NOODILES 270G,6,300.66
