Sl,Item,Quantity,Amount
585,SUNFEAST MARIE LIGHT 200G,11,275
586,SUNFEAST MARIE LIGHT ACTIVE 250G,21,840
587,SUNFEAST MARIE LIGHT VEDA 250G,23,920
588,YIPPEE MAGIC M  NOODLES 420G,3,246
589,YIPPEE MAGIC NOODLES135G,11,308
590,YIPPE MOOD MASALA,1,60
591,YIPPEE NOODILES 270G,16,880
592,BINGO NO RULZ 17.3,38,190
593,SUNFEAST BOUNCE CHOCO CREAME,14,140
594,SUNFEAST BOUNCE ORANGE,29,290
595,SUNFEAST MOMS MAGIC CASHEW & ALM,5,250
596,SUNFEAST BOUNCE PINEAPPLE 78G,17,170
597,AASHIRVAD ATTA 1KG,18,1206
598,YIPPEE MAGIC NOODLES,5,70
599,SUNFEAST DARK FANTACY COFFEE FIL,19,760
600,SUNFEAST DARK FANTASY CHOCO FILLS,47,1880
601,AASHIRVAD ATTA 2KG,3,390
602,BINGO POTATO CHIPS MASALA,2,20
603,BINGO POTATO CHIPS TOMATO,3,30
604,BINGO CREAM ONION,9,90
605,COCA-COLA 300ML GAN,1,40
606,COCACOLA 750ML,4,160
607,COCA-COLA 2.25LIT BOTTLE,1,99
608,COCACOLA 250ML BOTTLE,1,20
609,FANTA 250ML,1,20
610,SPRITE 750ML BOTTLE,24,960
611,SPRITE 2.25L BOTTLE,12,1062
612,SPRITE 250ML  BOTTLE,73,1460
613,THUMS UP 250ML,2,40
614,LIMCA 300ML,1,40
615,KINLEY SODA 750ML,10,200
616,AVT TEA POWDER 250G,3,240
617,TROPICANA APPLE 250ML,2,40
618,TROPICANA FRUTZ APPLE 250ML,7,140
619,STING 250ML,12,240
620,TROPICANNA GUAVA DELIGHT 200ML,11,220
621,TROPICANA ORNGE 1L,1,118
622,TROPICANA APPLE 1L,3,60
623,TROPICAN MIXED FRUIT 1L,1,118
624,PEPSI 750ML BOTTLE,13,520
625,PEPSI 2.25LIT BOTTLE,2,198
626,PEPSI 250ML CAN,4,140
627,MIRINDA 250ML,5,100
628,MIRINDA 750ML,6,240
629,MIRINDA 2.25LIT,4,396
630,SEVEN UP 250 ML BOTTLE,14,280
631,SEVEN UP 750 ML BOTTLE,28,1120
632,SEVEN UP 2.25LIT,10,990
633,SEVEN UP 1.25 LIT BOTTLE,1,65
634,SEVEN UP 250ML CAN,1,35
635,MOUNTAIN DEW 750ML BOTTLE,7,280
636,TROPICANA SLICE 600ML,1,40
637,AQUAFINA WATER 500 ML,103,990.16
638,AQUAFINA  WATER 1 LIT,116,2320
639,AQUAFINA WATER 2 LIT,4,160
640,LEHAR SODA 750ML,51,1020
641,LEHAR SODA 2 LIT,3,120
642,LEHAR EVERVESS PEPSICO 2.25L,6,240
643,GRANDMAS KAIMA RICE 1KG,1,145
644,GRANDMAS PINEAPPLE JAM 100G,1,25
645,GALAXY SMOOTH MILK 18G,4,80
646,APPY FIZZ 600ML,5,175
647,APPY FIZZ 160ML,24,240
648,SMOODH CHOCOLATE MILK 85ML,6,60
649,SMOODH TOFFEE CARAMEL 85ML,5,50
650,FROOTI  300ML,3,60
651,APPY 250ML BOTTLE BLACK,4,80
652,MAA 160ML,102,1020
653,CAVINS VANILLA MILKSHAKE 180ML,18,540
654,CAVINS CHOCOLATE SHAKE 180ML,43,1290
655,CAVINS BUTTERSCOTCH MILKSHAKE 18,11,330
656,CAVINS STRABERRY MILKSHAKE 180ML,12,360
657,HALDIRAMS ALL IN ONE 200G,1,50
658,HALDIRAMS TASTY NUTS 200G,2,100
659,DOUBLE HORSE VERMICELLI KH MIX,1,80
660,MODERN FRUITY 200G,5,125
661,MODERN 100% WHOLE WHEET 400G,1,48
662,MODERN CLASSIC SWEET 500G,2,100
663,MODERN MILK PLUS 600G,1,55
664,TATA SALT LITE 1KG,2,60
665,TIGER ORANGE RED 10G,1,17
666,MILMA GHEE 200ML,1,146
667,BAMBINO PASTA SHOTT CREAMY CHEES,1,28
668,URBANS CASHEWS SALTED (ROASTED) 2,2,900
669,URBANS CASHEWS PLAIN 250G,4,1600
670,URBANS SALTED PISTANCHIO 80G,2,320
671,URBANS CASHEWS PLAIN 80G,1,120
672,URBANS RAISINS 250G,1,240
673,SNICKERS 15G,4,40
674,WINKIES MARBLE CAKE LEMON & RASP,1,30
675,WINKIES SWISS ROLL STRAWBERRY,1,90
676,WINKIES MINI SWISS ROLL CHOCOLATE,10,100
677,WINKIES MINI SWISS ROLL STRAWBERR,5,50
678,LION DESERT KING DATES 250G,1,134
679,LION ARABIAN DATES 500G,1,218
680,LION ARABIAN DATES 250G,2,228
681,ELITE MAIDA 500G,2,66
682,NUTRIN LOLLIPOP 8906009011301,11,22
683,PARRYS WHITE LABEL SUGAR 1KG 8906009011301,3,165
684,PARRYS WHITE LABEL SUGAR 500G 8906009011318,2,60
685,UNIBIC CHOCO RIPPLE COOKIES 8906009070483,2,50
686,UNIBIC CASHEW BADAM COOKIES (50%) 3 8906009071626,5,300
687,UNIBIC FRUIT & NUT (50%) 300G 8906009071848,8,600
688,UNIBIC CHOCO CHIPS COOKIES 300G 8906009071954,7,525
689,UNIBIC CHOCO  NUT COOKIES  300G 8906009072678,3,215
690,UNIBIC PISTA BADAM COOKIES 150G 8906009078687,1,55
691,UNIBIC SUGAR FREE CASHEW COOKIES 8906009079646,12,960
692,GOLD WINNER SUNFLOWER OIL 500ML 8906010261047,1,110
693,WAFER ROLL 8906010301743,3,90
694,BAKERS BAKING POWDER 100G 8906012890023,3,96
695,BAKERS CUSTARD POWDER 100G 8906012890047,2,80
696,BAKERS CORN FLOUR 100G 8906012890061,8,264
697,BAKERS BAKING SODA100G 8906012890863,1,30
698,BAKERS  KASURI METHI 100G 8906012960160,1,27
699,BRAHMINS PUTTU PODI 1KG 8906014080019,8,732
700,BRAHMINS PUTTU PODI 500G 8906014080026,6,289
701,BRAHMINS RICE PODI 1KG 8906014080033,2,182
702,BRAHMINS FRIED RAVA 1KG 8906014080057,10,1100
703,BRAHMINS FRIED RAVA 500G 8906014080064,2,118
704,BRAHMINS SAMBAR PODI 100G 8906014080101,7,357
705,BRAHMINS BROKEN SAMBA WHEAT 500 8906014080545,3,349
706,BRAHMINS WHEAT FLAKES 300G 8906014082051,1,88
707,BRAHMINS APPAM IDIYAPPAM PODI 1KG 8906014085533,3,271
708,RICHS WHIP LOOPING 1 LIT 8906017112519,5,1250
709,RICHS WHIP TOPING 500 ML 8906017112526,1,145
710,ANNS CHICKEN MASALA 100G 8906017370025,4,160
711,ANNS MEAT MASALA 100G 8906017370032,7,315
712,ANNS PALAPPAM PODI 500G 8906017370155,1,45
713,ANNS IDIYAPPAM PODI 500G 8906017370346,1,43
714,MARIAS COCONUT CHUTNEY PODI PAC 1 8906026160310,1,68
715,MARIAS LIME PICKLE BOTTLE 200G 8906026163120,1,45
716,MARIAS LIME PICKLE 5KG 8906026163342,1,220
717,MARIAS LIME PICKLE 150G 8906026165537,5,145
718,MARIAS CUT MANGO 150G 8906026165544,1,29
719,MILMA BUTTER UNSALTED 200G 8906033401239,1,125
720,MARIES BANANA CHIPS 170G 8906034969028,7,490
721,MARIES BANANA CHIPS NEW 425G 8906034969028,5,875
722,MARIES CHILLY MIXTURE 425G 8906034969042,14,1750
723,MARIES CHILLY MIXTURE 170G 8906034969059,24,1200
724,MARIES DAL MIXTURE 170G 8906034969059,2,100
725,MARIES SWEET MIXTURE 170G 8906034969059,2,100
726,MARIES WHITE MIXTURE 170G 8906034969059,6,300
727,MARIES MULLU MURUKKU 170G 8906034969080,1,50
728,MARIES CHILY TAPIOCA CHIPS 170G 8906034969103,1,50
729,MARIES TAPIOCA CHIPS PLAIN 170G 8906034969103,5,250
730,MARIES KUZHALAPPAM SWEET 170G 8906034969110,6,300
731,MARIES KUZHALAPPAM (SUGAR LESS) 1,1,50
732,MARIES PAKKAVADA 170G,17,850
733,MARIES MADHURASEVA 170G,3,150
734,MARIES SHARKKARAVARATTI 170G,3,215
735,MARIES MASALA PEANUT 130G,1,40
736,MARIES PLAIN PEANUT 130G,1,40
737,MARIES MASALA PEANUT 75G,1,25
738,MARIES BOLI 5 NOS,4,200
739,MARIES CHEEDA 170G,4,200
740,MARIES ACHAPPAM 10NO ROUND,10,450
741,MARIES ACHAPPAM 27 NOS SQARE,13,650
742,MARIES KAKKA CHIPS 100G,1,25
743,NANDINI GOOD LIFE 1L,61,3822
744,MALANADU CURD 500ML,9,315
745,MALANADU GHEE 200ML,1,150
746,KITCHEN PALADA PAYASAM MIX 200G,3,240
747,MIDO CHOCOLATEE  ECLAIERS 300G,1,225
748,MIDO CHOCOLATE ECLAIRS 650G,1,375
749,MIDO HONEY ECLAIERS 300G,1,200
750,ASIANS KURKAR STICK,1,50
751,ASIANS CHEESE BALL100G,1,45
752,RADIANT YELLOW 25G,1,100
753,DEV SNACKS SALT DIAMOND,4,260
754,DEV SNACKS TEA TIME,5,325
755,ASIANS BANANA CHIPS,4,700
756,ASIANS BANANA CHIPS 180G,3,210
757,ASIANS CHILLI MIXTURE 170G,3,150
758,ASIANS PEANUT CANDIES 280G,2,130
759,ASIANS TAPIOCA CHIPS,1,60
760,MERIIBOY BABY RICHY,25,630
761,MERIIBOY CHOCOLATE 500ML,3,465
762,MERIIBOY SPANISH DELIGHT  1 L,4,1160
763,MERCELYS KIWI 1L,1,330
764,MARAYOOR JAGGERY 500GM,2,130
765,KITCHEN MEAT MASALA 100G,5,230
766,KITCHEN CHICKEN MASALA 100G,11,517
767,KITCHEN MUSTARD(KADUKU) 100G,8,104
768,KITCHEN CUMIN 100G,6,376
769,KITCHEN BIRIYANI PODI 100G,1,54
770,KITCHEN FISH PICKLE 150G,2,166
771,KITCHEN PUTTU PODI 500G,1,58
772,MALANADU MILK 500ML RED,71,1988
773,RUCHIYIDAM MANGO BAR,3,195
774,SAPPHIRE TRUFFLE OVEL,1,190
775,ASSAL COCONUT OIL 1 LIT,1,160
776,ENJOY COCONUT BALLS 6 PCS,1,50
777,PAF SESAME ROUND WHITE CANDY 12 P,7,490
778,PAF PEANUT CANDY BALL,1,50
779,PAF PEANUT CUTING CANDY,4,185
780,PAF MALAR CANDY 9NO,1,40
781,PAF SESAME ROUND BLACK CANDY 12 P,1,70
782,PAF MIXTURE ROUND CANDY C,1,65
783,PAF PLAM JAGGERY 300G,1,95
784,NABATI CHEESE WAFER 33G,4,40
785,RED BULL 250ML,2,250
786,"MALABAR""S  TOMATO MURUKKU 130G",7,350
787,MALABAR KARASEVA 170G,1,50
788,SAPPHIRE ASSORTMENT,1,430
789,TASTY CHAPPATHI 1NO,27,1215
